,Product,Overall Stars,Number of Reviews,Price,Title of Review,Name,Individual Review,Location,Product Description,State,Review,Date
13381,"Fat Gripz Pro - The Simple Proven Way to Get Big Biceps & Forearms Fast (Winner of The Men’s Health Magazine Home Gym Award 2020) (2.25"" Outer Diameter)",4.7,12563,24.95,5 stars,Amazon Customer,5.0,United Kingdom,Colour: Blue / Black,Verified Purchase,Good quality,2020-02-08
13383,"Fat Gripz Pro - The Simple Proven Way to Get Big Biceps & Forearms Fast (Winner of The Men’s Health Magazine Home Gym Award 2020) (2.25"" Outer Diameter)",4.7,12563,24.95,Good purchase,Amazon Customer,5.0,United Kingdom,Colour: Blue / Black,Verified Purchase,Great product. Good value.,2020-04-01
13388,"Fat Gripz Pro - The Simple Proven Way to Get Big Biceps & Forearms Fast (Winner of The Men’s Health Magazine Home Gym Award 2020) (2.25"" Outer Diameter)",4.7,12563,24.95,Great,Amazon Customer,5.0,United Kingdom,nan,Verified Purchase,Great,2019-12-03
13409,"Fat Gripz Pro - The Simple Proven Way to Get Big Biceps & Forearms Fast (Winner of The Men’s Health Magazine Home Gym Award 2020) (2.25"" Outer Diameter)",4.7,12563,24.95,5*,Amazon Customer,5.0,United Kingdom,Colour: Blue / Black,Verified Purchase,5* Highly Recommend,2020-03-31
13412,"Fat Gripz Pro - The Simple Proven Way to Get Big Biceps & Forearms Fast (Winner of The Men’s Health Magazine Home Gym Award 2020) (2.25"" Outer Diameter)",4.7,12563,24.95,Good quality product,Nathan Heywood,5.0,United Kingdom,Colour: Blue / Black,Verified Purchase,Very good product,2020-01-22
13419,"Fat Gripz Pro - The Simple Proven Way to Get Big Biceps & Forearms Fast (Winner of The Men’s Health Magazine Home Gym Award 2020) (2.25"" Outer Diameter)",4.7,12563,24.95,all good al round,Liam,4.0,United Kingdom,Colour: Blue / Black,Verified Purchase,good for curls,2020-02-22
13437,"Fat Gripz Pro - The Simple Proven Way to Get Big Biceps & Forearms Fast (Winner of The Men’s Health Magazine Home Gym Award 2020) (2.25"" Outer Diameter)",4.7,12563,24.95,Great,chloe lake,5.0,United Kingdom,Colour: Blue / Black,Verified Purchase,Great,2019-12-21
13454,"Fat Gripz Pro - The Simple Proven Way to Get Big Biceps & Forearms Fast (Winner of The Men’s Health Magazine Home Gym Award 2020) (2.25"" Outer Diameter)",4.7,12563,24.95,Stiff surface,Farcas Bogdan,5.0,United Kingdom,Colour: Blue / Black,Verified Purchase,They're alright,2020-02-22
13505,"Fat Gripz Pro - The Simple Proven Way to Get Big Biceps & Forearms Fast (Winner of The Men’s Health Magazine Home Gym Award 2020) (2.25"" Outer Diameter)",4.7,12563,24.95,From a Personal Trainer,Tony,5.0,United Kingdom,Colour: Blue / Black,Verified Purchase,"Good product, I use for my professional training and with my clients.",2019-12-21
17817,"SONGMICS Exercise Bike, Fitness Bicycle, Foldable Indoor Trainer, 8 Magnetic Resistance Levels, with Floor Mat, Pulse Sensor, Phone Holder, 100 kg Max. Weight",4.4,1178,87.99,Easy to assemble,Amazon Customer,2.0,United Kingdom,Colour Name: Orange,Verified Purchase,"Bike was easy to setup and came with everything needed to put it together. Unfortunately, after working well for a week, the screen has broken and is stuck on ‘STOP’.",2019-12-17
17960,"SONGMICS Exercise Bike, Fitness Bicycle, Foldable Indoor Trainer, 8 Magnetic Resistance Levels, with Floor Mat, Pulse Sensor, Phone Holder, 100 kg Max. Weight",4.4,1178,87.99,Space savers,Kamil,5.0,United Kingdom,Colour Name: Black,Verified Purchase,"Good space savers, quality of the bicycle very good , poor on screen but I use my watch to track calories.",2020-02-17
17981,"SONGMICS Exercise Bike, Fitness Bicycle, Foldable Indoor Trainer, 8 Magnetic Resistance Levels, with Floor Mat, Pulse Sensor, Phone Holder, 100 kg Max. Weight",4.4,1178,87.99,Breaks every time,Amazon Customer,1.0,United Kingdom,Colour Name: Orange,Verified Purchase,Don’t buy this unless you want it to fall apart every you use it - or keep a spanner handy,2019-12-08
17990,"SONGMICS Exercise Bike, Fitness Bicycle, Foldable Indoor Trainer, 8 Magnetic Resistance Levels, with Floor Mat, Pulse Sensor, Phone Holder, 100 kg Max. Weight",4.4,1178,87.99,Good,Amazon Customer,5.0,United Kingdom,Colour Name: Orange,Verified Purchase,"It was a present , but seems very happy with it",2020-01-08
17995,"SONGMICS Exercise Bike, Fitness Bicycle, Foldable Indoor Trainer, 8 Magnetic Resistance Levels, with Floor Mat, Pulse Sensor, Phone Holder, 100 kg Max. Weight",4.4,1178,87.99,Convenient bargain bike.,Kindle Customer,5.0,United Kingdom,Colour Name: Black,Verified Purchase,"Really easy to build, easy to move around as it has wheels attatched. Great resistance and adjustable seat. Also has calorie counter fantastic.",2019-12-10
18090,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Good if it worked,Danny,1.0,United Kingdom,nan,Verified Purchase,Video Player is loading.,2020-01-04
18120,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Awesome set of weights,Cameron Mcmahon,5.0,United Kingdom,nan,Verified Purchase,"Wanted to do some small workouts at home. I thought buying these for the price that they would be cheap and rubbish, but i am happy to say that i was extremely wrong! An awesome set of weights, the connector bar turns your dumbells into a bar bell and overall i am extremely happy with the quality and the feel!Would recommend to anyone looking for a basic weight set!",2020-02-28
18124,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Central connecting bar doesn't fit,James,1.0,United Kingdom,nan,Verified Purchase,"This product seemed a little expensive but had great reviews so I decided to give it a try. Upon inspection the central bar which turns the set into a barbell does not screw onto the dumbbells and it appears that the internal thread has not been formed properly. This is very disappointing as it leaves me with an overpriced set of dumbbells.Other than this, the product seems reasonable. The O-rings aren't a great fit so get pinched over the handles but the spinlock ends don't come loose very often and the quality appears OK.",2020-03-11
18140,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Beautifully Crafted,Beltane,4.0,United Kingdom,nan,Verified Purchase,"These are beautifully crafted, or machined, whatever is the correct term. They got 4 stars instead of 5 for one reason, they only supply one set of screw on's for the weights, I thought you could use two hand held barbells together but you can't which is silly because they have the bars for two bar bells in the box, but only one set of screw ons, so can use either, the full length bar bell, OR ONE hand held bar bell.",2020-03-26
18142,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Emergency buy during the Coronovirus Pandemic,Wiggle,5.0,United Kingdom,nan,Verified Purchase,"Bought this on Friday the moment Boris announced gym closures. Pleased I did after this morning's workout. I don't have a lot of room in my living room but managed to get a good leg day in with this set and my bands/tubes.

It's a good max weight for beginners but I'm certain if I need to go past 20kg you can get heavier plates. It's cast iron rather than plastic and sand which makes it more robust and it's comfortable to use. £60 may seem steep, but considering the price of most official gym sets I think you get a good deal.

Overall, a good buy and excellent value for money.",2020-03-23
18168,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Massively overpriced.,Oliver Hill,2.0,United Kingdom,nan,Verified Purchase,Pretty much was the only thing left I could get. Still massively overpriced for what you get. It appears everyone is trying to rip people off during this time of need.,2020-03-30
18171,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,"Great stuff, great stuff!",Joe Kamel,5.0,United Kingdom,nan,Verified Purchase,"Bought this as I've been unable to balance going to the gym, social life & work life. This set is worth the price. You have dumbells & a sturdy barbell to go with it. It is only 20 kg but if you have purchased weights before (like me) that just didn't meet the mark, you can easily add them to these bars. It is great quality and I have been using them for weaks now. The grips are pretty good as well but I'd recommend using gloves for lifting.",2019-12-15
18177,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,"Great set, need to come in heavier options",Rich Reviews,5.0,United Kingdom,nan,Verified Purchase,"These are great for home use when I can’t get to the gym. My only wish is that they did a 30kg set as the 20kg is not heavy enough for my usual sets. I know I can buy additional weights but at £40 approx for two 10kg weights, I’d be better to get another 20kg set as they are in deal for £49.99",2020-01-04
18202,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,I recommend,Ayo,5.0,United Kingdom,nan,Verified Purchase,I ordered these because every time when I go to the gym it’s too busy and I can’t train arms. I am very satisfied with the quality. All the parts are easy to assembly and the bars are solid. Good product!,2020-02-10
18228,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,dumbbell set,mr Peter V Elsey,5.0,United Kingdom,nan,Verified Purchase,brilliant and easy to set up and use a lot better than i expected product wise i would recommend to anyone who wants a home weights kit,2020-03-28
18229,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Not happy,tomy lee,1.0,United Kingdom,nan,Verified Purchase,"I brought this item because it was highly recommended with my bench, but it did not fit the bench at all and had to order another,",2019-12-07
18250,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,"Well made, quality product.",Aurelio,5.0,United Kingdom,nan,Verified Purchase,"Good, sturdy product. I quite enjoy it. One thing to be careful and its not a big deal. Dont chip the paint of the weights, they will turn in tiny splinters and hurts. But I will still give it 5 stars as its no ones fault, its physics.",2019-12-22
18268,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Disappointing,Christianne,2.0,United Kingdom,nan,Verified Purchase,These weights unfortunately come loose very easily and the washers are too big and bulge out when I tighten the weights. Disappointed with these,2020-03-23
18270,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Excellent value for money,Daniel P.,5.0,United Kingdom,nan,Verified Purchase,"ordered these for 50GBP, right before the madness of all the gym equipment selling out. Received the item just a few days later, and I have to say that I'm very please with the quality of this product.Sturdy, heavy weight handles, and the spinlock system hasn't failed me yet. It stays nice and tightened. Great product, definitely recommend it.",2020-04-01
18275,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Pomp eeet,Mr. J. Greene,5.0,United Kingdom,nan,Verified Purchase,This is the last set of adjustable dumbbells in the world because of Corona virus. Im not selling them to no one for love or money. Aaaaaaggghhhh,2020-03-27
18276,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Brilliant,Laura Barrett,5.0,United Kingdom,nan,Verified Purchase,"Arrived quickly, brilliant quality, packed so small but so much for your moneyWorth the priceA gift for other half and he's over the moon with it",2020-01-17
18285,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Perfect for home usage,JK,5.0,United Kingdom,nan,Verified Purchase,"Grips are very comfortable on the handle, there is enough weight for beginners, and the good thing is you can buy extra weight seperstely, that I did and it all works brilliantly - very easy for home usage",2020-03-18
18312,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Lighter weights for young teenager,irish sean,5.0,United Kingdom,nan,Verified Purchase,14 year old very happy with them.  Need to be adequately tightened,2019-12-25
18316,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Versitile weights for the house,Jon Hoag,5.0,United Kingdom,nan,Verified Purchase,"If you are short on space around the house and wanted some great dumbells that turned into a barbell, look no further. The quaity of this product is top notch and being able to mix and match weights between the different modes is really nice. We have also used the plates to do other core workouts, so the product can be used in even more ways.",2020-03-22
18324,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Good set of dumbbells,Amazon Customer,5.0,United Kingdom,nan,Verified Purchase,"Wanted an adjustable set and this fitted the bill and came form Amazon Warehouse. Prompt delivery, good price.Set is brilliant and fits my needs perfectly, been using for a few months now and not had any problems with it",2020-03-25
18328,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Great product!,Amazon Customer,5.0,United Kingdom,nan,Verified Purchase,"Very nice little starter pack, you can change the dumbbells into a barbell and is very easy to assemble and is great value for money.",2020-01-21
18331,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Perfect for home workouts and busy individuals,KUSUM NATHAWAT,5.0,United Kingdom,nan,Verified Purchase,"I used to be a regular at the gym and really enjoyed working out. However, my recent job left me with crazy and unsocial hours and gyming was only a dream. I bought this a month ago and have been using these regularly with the weight bands and the results are amazing. The box comes with different sized and weight plates. The bar is adjustable and easily convertible. I have been using this for the past month and can see excellent results. Definitely recommended!",2020-02-23
18335,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Perfect,Taaffeite,5.0,United Kingdom,nan,Verified Purchase,My partner uses this a a barbell - thinks it's perfect!,2020-02-09
18342,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,A great buy,Amazon Customer,5.0,United Kingdom,nan,Verified Purchase,"First clas product. I took a long time to decide with set to buy but I am really pleased that in the end I chose these. Well made, good finish, a fair price and does what it says on the tin.",2020-03-03
18347,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,A quality product,Amazon Customer,5.0,United Kingdom,nan,Verified Purchase,"The package was well structured  and delivered on time.The weights and bars have been made to a very high standard.I would recommend this 20kg dumbbell/barbell set as a an excellent free weights starter kit for beginners, with the option of adding more weights to the set.",2019-12-17
18350,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Great quality and value.,Dexter,5.0,United Kingdom,nan,Verified Purchase,Bought for 17 year old nephew. Loves them.,2020-03-16
18351,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Highly recommended item,T. Prentice,5.0,United Kingdom,nan,Verified Purchase,"Good quality, easy to assemble and great value for money.",2020-02-13
18359,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Amazing product. Worth the money!,Saleem Ali,5.0,United Kingdom,nan,Verified Purchase,Amazing product.Easy to assemble and the screws tighten very well so theres no worrying about the weights falling off. One minor problem is that the metal gets really cold in cold temperature but its fine as it gets less cold through the workout.,2020-02-25
18369,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Good for beginners,Alessandro,4.0,United Kingdom,nan,Verified Purchase,"Dumbless come as in the presentation, good for beginners.Just a pain for who wants to speed the training  cause you need built and inbuilt all the time to add or take off some weight.Still good for training at home thought.",2020-02-13
18371,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Good kit,Ruth C.,5.0,United Kingdom,nan,Verified Purchase,The kit is good. It's exactly what I needed,2020-02-04
18378,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Good starring point,Sunflower,4.0,United Kingdom,nan,Verified Purchase,Gift.Very nice product,2019-12-16
18381,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Great product,missnike,5.0,United Kingdom,nan,Verified Purchase,Great product. Recommended!,2020-03-25
18396,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Great set for home,Claire,5.0,United Kingdom,nan,Verified Purchase,Really good set of weights for a home workout. Easy to use and change weights,2020-02-06
18402,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Missing parts!,Stacey Magner,1.0,United Kingdom,nan,Verified Purchase,Missing parts. Just weights and the extension bar. Where is the rest?,2019-12-31
18404,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Great quality iron dumbells,Andrei Gotcu,5.0,United Kingdom,nan,Verified Purchase,"Very nice product for home gym, bought on offer so very good quality price relation, would definitely recommend since is iron cast and the overall quality of the product is much more than average, compared to similar other dumbells around.",2019-12-31
18406,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Perfect beginner set,Beverley,5.0,United Kingdom,nan,Verified Purchase,Easy to assemble easy to fit the extension bar great value for the money,2020-01-10
18409,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Received on time.,Amazon Customer,5.0,United Kingdom,nan,Verified Purchase,"Look good, feel good: not sure if they will do me good because haven't yet used them.",2019-12-21
18422,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Perfect starter set,Nicholas,5.0,United Kingdom,nan,Verified Purchase,Robust and comfortable in hand.Maybe weird denominations on weights but it's not a large enough gripe to drop a star,2020-01-15
18427,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,For fitness freaks,PAULA S MCKEE,5.0,United Kingdom,nan,Verified Purchase,Perfect 👌 good quality only thing missing was 5 and 10kg plates💪🏻💪🏻💪🏻,2019-12-26
18441,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Good set of weights.,Joshua Simon Kerr,4.0,United Kingdom,nan,Verified Purchase,"Good set of weights. Might need gloves if you don't want to hurt your hand with repetitive use.

The set changes between states easy enough and the threads are not going to give problems.

Would recommend.",2019-12-06
18443,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Weights,Coogan,5.0,United Kingdom,nan,Verified Purchase,There really helpful for exercising and great quality however the grip can be uncomfortable but I fix that by using gloves,2020-01-09
18450,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Incomplete product - essential handles missing!,Amazon Customer,1.0,United Kingdom,nan,Verified Purchase,This product came to me incomplete. 2 x missing 0.5kg weights and no handles for dumbells. Completely useless to me! Now in self isolation so unable to return it!,2020-03-22
18479,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Good,Mr. S. W. Hill,5.0,United Kingdom,nan,Verified Purchase,Perfectly satisfied,2020-02-01
18483,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Weight doesn’t fit into the handle,Milton Suen,2.0,United Kingdom,nan,Verified Purchase,"Disappointed, one of the 0.5kg weight doesn’t fit into the handle as the weight’s diameter is smaller than the handle’s diameter.

Tried to grind down the weight to enlarge its diameter but it doesn’t work, yet all other weights work fine.

Would appreciate if they could send another new 0.5kg weight again though",2020-03-24
18501,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Great value,brian maughan,5.0,United Kingdom,nan,Verified Purchase,Happy with purchase,2020-03-03
18503,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Great Gym Addition!,Jordan Lane,5.0,United Kingdom,nan,Verified Purchase,Really Good Quality Set Of Weights! Exactly What I Wanted. I Would Highly Recommend :),2020-01-11
18507,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Good weight set for beginners.,AnnaW,5.0,United Kingdom,nan,Verified Purchase,Great starter set for my 15 year old son. Good quality for the price.,2020-02-04
18517,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Excellent weight lifting set,Joanna L. Ryan,5.0,United Kingdom,nan,Verified Purchase,Excellent set of weights,2020-03-12
18526,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Excellent small set. Perfect for keeping fit and toned.,Mark Maguire,5.0,United Kingdom,nan,Verified Purchase,Veey good small weights set. Exactly what i wanted. Quality of product is very high. I will be adding to set.,2020-02-10
18548,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,"Good weights, perfect isolation training set!",C. Lawrence,5.0,United Kingdom,nan,Verified Purchase,"Really easy to use and change over during workouts, very impressed with these weights, perfect for beginners and those looking to kill some time during this COVID-19 isolation period!!",2020-03-30
18553,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Great beginner weights,nichola tasker,5.0,United Kingdom,nan,Verified Purchase,"Arrived early.packaged well.great quality set,good price",2019-12-29
18562,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Bad state when delivered,Cha,2.0,United Kingdom,nan,Verified Purchase,"They arrived rusty, hurt your hands a lot so you will need gloves to use these. Seller isn’t helpful when emailing.",2020-01-15
18566,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,DO NOT BUY,harry,1.0,United Kingdom,nan,Verified Purchase,"These are terrible, the screw fit comes loose so quickly, extremely off putting and annoying. Bad product.",2020-03-23
18572,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,All gucci,Danny,5.0,United Kingdom,nan,Verified Purchase,"5 stars across the board. Sturdy, quality set. Only got it within the hour so the review will be updated if face any quality deterioration. Thanks!",2020-01-05
18574,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Great price. Great set of weights. Well made. The list goes on.,Diane R.,5.0,United Kingdom,nan,Verified Purchase,"Such a great set of weights.
Great price.
Can do so much weight training.
Ideal for everyone in the family.
I give this 5 stars.",2020-01-24
18580,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Great for variety home workout.,Shaun McSkimming,5.0,United Kingdom,nan,Verified Purchase,"Complete set. Dumbells, weights and barbell attachment is very handy. Good grips. Easy to use. Overall a good purchase.",2020-03-24
18598,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Perfect,Kam,5.0,United Kingdom,nan,Verified Purchase,Great,2020-03-07
